fact,rho,s_del,s_surv,margin,r_f
cf14f3d2-529e-4de7-ba3f-00007c4afe8b,0.85,0.8681741952896118,,,False
21cf226d-8cf3-4a29-96e8-3eb27d2a1d55,0.85,0.9172649383544922,,,False
9124e36c-8a10-4d04-86bc-b51742c3daac,0.85,0.9464457631111145,,,False
1c627f8e-0a7f-4f4c-8223-92e2a8da6931,0.85,,,,False
ae6dd874-f04a-445a-b5c9-c6e2067026c3,0.85,0.9445407390594482,,,False
a73e5d6c-581b-44fc-a42d-ef1411892873,0.85,0.8921452760696411,,,False
486e7b62-16d9-4501-8150-98561e9b99d9,0.85,0.9534231424331665,,,False
ec0a96be-9e39-41fa-9cc4-04e4427b78cb,0.85,0.9584488868713379,,,False
c21c119a-59c6-4b8b-9f8c-2de189b31194,0.85,,,,False
45646df6-173e-46a8-bab5-d4159af76499,0.85,0.9344545602798462,,,False
cf81593c-dc8e-4b4a-9525-db5cda7da2d3,0.85,,,,False
09d8adc3-fbd5-42e2-80d5-5fc4ae3cf978,0.85,0.8589528799057007,,,False
da6a31ba-d376-4bbc-bdcf-a54ba1be7fd7,0.85,0.9368331432342529,,,False
31ecac67-6239-4682-99d4-baa570ae0738,0.85,,,,True
e23d5c87-5bb4-4db4-a3a0-eecc3ce51c42,0.85,0.9179868102073669,,,False
5cfe6347-170e-4aa0-825d-6b5fcb5e6912,0.85,0.9178484678268433,,,False
ba990cfa-7bfa-4d01-a170-40ad1d6ad088,0.85,0.9497298002243042,,,True
2029ee6b-3dda-4016-81ec-26bf1acb3355,0.85,,,,False
e4b5ac74-f584-4011-9ce7-0fda01d0bae7,0.85,0.931426465511322,,,False
af8bfc31-0504-4f40-85ce-893cacd938fe,0.85,0.9386798143386841,,,True
02ed2027-16fc-41bb-ace4-6af660f5482c,0.85,0.9228254556655884,,,False
33f92ed8-e9b3-4b89-a291-6027a843a740,0.85,0.9277280569076538,,,False
78549aad-7ec6-46cb-9693-40aca7e9b797,0.85,0.9490286111831665,,,False
72945197-41f0-4b13-9bdc-04478e54e002,0.85,0.9389898777008057,,,False
8a484615-b298-4b75-b9dc-dffc15353655,0.85,0.9553924202919006,,,False
eda8b651-6d74-48bf-8938-0bac4193d308,0.85,0.9519492387771606,,,False
55a9aaf7-cf62-4ff7-98b1-c1ed64df664c,0.85,0.8772034645080566,,,True
75231305-0015-40af-8839-14db02fe4d8d,0.85,0.9307781457901001,,,True
5b7a9bf1-bbc3-4f5a-8b00-0f2f31e6c749,0.85,,,,False
c03393c5-581a-4680-8795-cbb812edb3fa,0.85,0.8940460085868835,,,False
59c3899a-183b-49ce-bb0f-c54a01dd6f04,0.85,0.9378631114959717,,,False
51e71218-ab75-47a4-a715-350e473a4b53,0.85,0.871293842792511,,,True
7cff08e7-179b-4abe-b33b-739dbab802cb,0.85,0.9418598413467407,,,False
aeb6c788-0400-4462-bdcd-ede2ad770df2,0.85,0.9367531538009644,,,False
89bc2550-a7bf-4973-b21e-25f8aa1e8139,0.85,0.9479529857635498,,,False
147c0536-821a-446a-973c-2dca3793de7c,0.85,0.9680215120315552,,,False
6157f8bf-e078-4cf8-8d1e-2a928ff8d7fc,0.85,0.885930061340332,,,False
8c3c398b-8eef-4eae-89fd-ad392efcab9d,0.85,0.9210819005966187,,,False
dbcb9d29-f6de-42ce-98eb-be6b6ab1b180,0.85,0.948735237121582,,,False
169ee8e1-5448-4dca-bad2-b06c9de559c7,0.85,,,,False
0fbcaf93-3804-47e2-b373-e73c2edc6afd,0.85,,,,False
3f2c0415-dd25-4a75-97d0-73708f7dd8df,0.85,0.9083555340766907,,,False
fa3aada7-7a6e-4980-b303-4159aa3566dc,0.85,0.9191961288452148,,,False
cb9cc90f-03a4-437c-bc14-f12e2a6cab8a,0.85,,,,True
65dc8377-8486-4ab9-9b52-89589c2ac837,0.85,0.8542171716690063,,,False
b97ce8bc-c1d4-4209-8b8b-41eb4ab8208a,0.85,,,,True
ea8164d6-d2fe-424e-8bf1-d233b3dccd92,0.85,0.949921190738678,,,False
1d40a3f2-54fd-40cb-817c-9dcf80f9a9a8,0.85,0.9020206928253174,,,False
cab58cb5-c2d7-4a70-9078-267ccd1ca044,0.85,0.8989536166191101,,,True
95600ec7-9579-40d7-a259-fadbbc1b5fc7,0.85,0.9315837621688843,,,False
299f49a6-dbcb-4da2-b437-a4cfdcdc028f,0.85,,,,False
b8192f7c-1bb0-4aaf-9c0f-0ac04db5fe81,0.85,0.8512142896652222,,,False
fd585f26-8c6e-486e-9b6f-d3b768dd455e,0.85,0.9192484021186829,,,True
88c33eab-fe82-4f18-9683-52feef92a1d1,0.85,0.9444634318351746,,,True
1d09ad96-1661-4ccf-aec2-74e252c1d968,0.85,0.9387857913970947,,,False
413a1f3a-bf47-4b48-8f72-de24986a1526,0.85,0.9154471158981323,,,True
f12f1f2b-437d-4486-a69d-d6770efd710e,0.85,0.9295685291290283,,,False
d1a27986-4f77-4c90-abe5-51260ca81a8c,0.85,0.9552572965621948,,,True
7ff95bee-f860-4d88-af5a-2f3e472f04d2,0.85,0.9255961179733276,,,False
150e3f6c-456f-4d85-9dae-5d18ce63d2f3,0.85,,,,False
50b08c5b-9ea2-4d8e-9f3d-8f5ede92048a,0.85,0.9285652041435242,,,False
2d5b62d4-9e13-4fc1-a080-02078c1374c2,0.85,0.9542464017868042,,,False
f3abaefd-d6e2-4139-9012-2b5875865a6f,0.85,,,,True
ffeb80c5-0461-40d9-92b7-0e4f307ade56,0.85,0.9442840814590454,,,False
c4be8121-8850-41e8-bb1c-30ab23f76576,0.85,0.8789486885070801,,,False
1f295679-ee8d-4b8b-bd61-d52097aa68ba,0.85,0.9219561815261841,,,False
f13fd5e8-fe19-4701-a745-aa25c22aaf12,0.85,0.9542168378829956,,,False
77efbee6-10ad-4641-a8a5-c571535931c0,0.85,,,,False
abcdd6d8-3b6b-4a5e-8140-c7c1d6fb464c,0.85,0.855726957321167,,,False
145f9691-e9b1-45b0-a751-698c469f8a7f,0.85,0.9448069334030151,,,False
d9890bb6-9a97-408d-9721-6ab011d83be8,0.85,0.9643629789352417,,,False
8435baf0-6827-49c2-a499-781a31c5bba5,0.85,0.9283742904663086,,,False
6b35f8b3-7763-4110-b2d1-c18e107a4dd4,0.85,0.8775767087936401,,,False
c064752d-c7ce-42f3-9c4f-e04300b0b0aa,0.85,0.9284505844116211,,,True
b66f6192-cc9b-42fc-876a-4cf8cfd4d551,0.85,,,,False
889d1f2e-0819-4eb2-bf34-63cba3ec4982,0.85,,,,True
a515049c-ca49-4449-b266-ccd00b4f984e,0.85,0.9462717771530151,,,False
4978a677-f721-467d-85b3-b3338ea81e10,0.85,0.8627663254737854,,,False
efd8c262-6cf4-42e9-ba00-f745bc19ad93,0.85,,,,False
fac7a10b-10bf-442b-8720-ca2ec1d01150,0.85,0.8856507539749146,,,True
a67c8598-c925-4656-8a82-83f2fee7022a,0.85,0.9297439455986023,,,True
feacc88b-0b9e-4302-a542-51c5b2a97563,0.85,0.8570639491081238,,,False
e6aeb32a-3572-4fef-b95a-c4ee0e2849cf,0.85,0.8865254521369934,,,False
4f91e3e6-935d-499b-8cbd-e22a97d11a3e,0.85,0.9056969881057739,,,False
545a7124-bbb4-4ea5-8f75-eed063a0668a,0.85,0.8505014181137085,,,False
d1967d80-4d4b-46a4-a4e4-218367ecfd10,0.85,0.9449082612991333,,,False
b9b50ae8-1c27-4f8c-8957-f4185fe1335c,0.85,0.9368831515312195,,,False
58a90b2b-f6c9-4f28-adf4-4bcb6eaa595d,0.85,0.887615442276001,,,False
66f23033-4936-4009-8cc3-945a9d70982a,0.85,0.8997894525527954,,,False
69802844-51e8-43b0-a70d-5c73a949248f,0.85,0.9368754625320435,,,False
51fec371-cd2c-46a0-b3de-983dc46bd505,0.85,0.9415735006332397,,,True
a2a537e4-7824-4746-b52e-3a5172ad3793,0.85,0.8927242755889893,,,False
cb1f3e8d-ffcf-4fb4-9bfc-eff371c51eb7,0.85,,,,True
10cd791d-57f3-42c9-8dee-20a08556af42,0.85,0.9332504272460938,,,False
3a2573c2-36bb-4dd9-a702-50b706539a97,0.85,0.9654111862182617,,,True
f319124e-8884-4715-89a8-7f028b907651,0.85,,,,True
6dd6995a-bca5-46b0-ae6f-afbbc22991f9,0.85,0.9345744252204895,,,False
554c9a0f-74d4-497a-8e17-2a0cb373497a,0.85,0.870397686958313,,,False
a343df01-0d06-4de3-be19-4b710ea64351,0.85,,,,False
bf0fadcc-8ee2-4341-8cf4-682cb73e66ec,0.85,0.9469696283340454,,,False
e9b1cfa5-a606-42e3-9124-2d4d30eaec6c,0.85,0.9356107115745544,,,False
5a7f972a-5c54-49b6-90dd-caee65688443,0.85,,,,False
73825783-d45d-4f2a-9178-1a04cb610f2d,0.85,,,,False
e258051a-9bf0-465e-b909-2fc3d577c7f9,0.85,0.9367657899856567,,,True
5bbcf9e5-8818-4fe1-ae77-a5f04ee4d21b,0.85,,,,False
2e397825-6fc8-4ef5-8d16-6c8cd69c4114,0.85,0.9701160788536072,,,False
2cd9af0e-78fc-46cf-8cec-b46d2cb89ddb,0.85,0.9244601726531982,,,True
91b6f106-9113-4397-ac26-0abc3fdef7f8,0.85,0.9061280488967896,,,False
ecb34c25-aae9-4350-b3c2-db26579b3a62,0.85,0.9136356115341187,,,False
b55d699c-6ab9-4ecb-b641-c0b039bb461c,0.85,0.9139947891235352,,,False
5ead2096-7737-45e6-93c0-6ced09081bb7,0.85,0.9279283881187439,,,False
5570b2ba-1e23-4ec8-b1f8-c5687789190e,0.85,0.9508395195007324,,,False
e6159e3d-69b4-463c-82af-83f9c71987ce,0.85,0.9544501304626465,,,False
1128c9e5-0faf-453a-bba1-3e546a781b6c,0.85,0.9601684212684631,,,False
b4d406cf-4840-46f5-bf40-feff8959e352,0.85,0.9308919906616211,,,True
525c575c-92fe-4fba-98b7-93304e258df6,0.85,0.9014846086502075,,,False
48cf0182-058f-4117-beb6-d2905098a4c1,0.85,,,,False
9cca3def-e496-406e-b8e4-663ab5493368,0.85,0.9594982862472534,,,False
1032b5fe-8a31-442a-bae4-806521db9ccc,0.85,,,,False
8dd7d852-d97c-4566-8b57-304c0e64a872,0.85,0.9389095306396484,,,False
2f758adc-b197-4d5a-a93e-19436b8ce080,0.85,0.8829365372657776,,,False
9dea8e84-3cdc-46cc-9731-71dd2082528e,0.85,0.871124804019928,,,False
854e0b90-810c-4125-b69c-0d4e56916083,0.85,0.9412786960601807,,,False
96db4b6c-5a9a-46bc-98b1-a42b430ea5f4,0.85,0.9571323394775391,,,True
db9fae96-e05b-4280-bc13-bd47f4c43b27,0.85,0.932984471321106,,,False
d4eefb18-a44b-4fba-9c2a-b93d4aac1e99,0.85,0.9451309442520142,,,False
b8059430-82d7-4f4d-80b1-e4afc0d47e30,0.85,0.9163923263549805,,,False
7c01fca8-7954-439d-84f2-03d0cb16b504,0.85,0.9573216438293457,,,False
130c8b2e-92ff-45c5-a57a-6276297fc058,0.85,0.8991495370864868,,,True
5b51bfc1-f0ff-4ee7-b5a2-f78285b693d4,0.85,0.9529901742935181,,,False
cde59cd8-417d-409c-8d3f-9de5811c6214,0.85,0.9611450433731079,,,False
7f9363ac-384f-4282-9d16-969ee4e8a685,0.85,0.8997694849967957,,,False
4b96a9cf-3f61-4910-838e-b85addee9943,0.85,0.9436779022216797,,,False
5105ec8e-2187-4d13-b3b3-8cc3968ed7d4,0.85,0.9541472792625427,,,False
cf2b6dd8-2d46-42eb-8f9f-7a8c9ec04081,0.85,0.9546078443527222,,,False
82d39589-8e4f-44f8-ab66-e0558e70269c,0.85,0.9536392688751221,,,False
db885e55-cd23-493d-b29e-8289febdaee7,0.85,0.9480938911437988,,,False
5d86a20e-12f3-4e17-a8b9-9f9d7d8a32fe,0.85,0.960270881652832,,,False
77ac13a7-c0f8-478c-b1ce-a93bcfa486aa,0.85,0.955135703086853,,,False
284b9670-2581-44fd-92c9-f20a37622512,0.85,0.9362493753433228,,,False
ad555f68-f46f-4620-97e9-b9d73eb44d94,0.85,0.9021559953689575,,,False
4eed38ee-8c96-48e8-9075-c14c07355312,0.85,0.8840000033378601,,,False
185f2219-bbb4-4a52-9687-ceccae5b926d,0.85,0.8713011741638184,,,False
24c3c84d-3ca6-45d8-a957-ed0e336b9923,0.85,0.9228019714355469,,,False
8c69b3bb-0bad-44b5-b1d8-851383a97f4e,0.85,0.9283590316772461,,,False
c466674c-c396-43a0-833e-71facece3878,0.85,0.8855087161064148,,,True
4f59efbd-453b-4377-8256-c1c59c0ffd73,0.85,0.9490635395050049,,,False
616af73b-6ec8-4609-bc27-336b76388526,0.85,0.9215613603591919,,,False
7f7789da-0a74-44c3-9b65-b73258f52015,0.85,,,,False
