target_key,rho,efficacy,collateral,neighbor_count,neighbors_observed,neighbors_full_correct,gap_term
cf-18144,0.95,0.0,0.0,20,20,20,1.0
cf-18144,0.9,0.0,0.0,20,20,20,1.0
cf-18144,0.85,0.0,0.0,20,20,20,1.0
cf-18144,0.8,1.0,0.0,20,20,20,0.0
cf-18144,0.75,1.0,0.0,20,20,20,0.0
cf-18144,0.7,1.0,0.0,20,20,20,0.0
cf-18146,0.95,1.0,0.0,6,6,6,0.0
cf-18146,0.9,1.0,0.0,6,6,6,0.0
cf-18146,0.85,1.0,0.0,6,6,6,0.0
cf-18146,0.8,1.0,0.0,6,6,6,0.0
cf-18146,0.75,1.0,0.0,6,6,6,0.0
cf-18146,0.7,1.0,0.0,6,6,6,0.0
cf-18152,0.95,1.0,0.0,5,5,5,0.0
cf-18152,0.9,1.0,0.0,5,5,5,0.0
